GENDER,AGE_6,AGE_12,EDUC,NOC_10,NAICS_21,PROV,FTPTMAIN,PERMTEMP,UNION,ESTSIZE,MARSTAT,HRLYEARN,SURVYEAR,SURVMNTH,YEAR,MONTH,FINALWT,source,HAS_VALID_WAGE,IS_FEMALE,IS_FULLTIME,IS_PERMANENT,IS_UNION,HAS_DEGREE,AGE_APPROX,EDUC_COMPLETE_AGE,EXPERIENCE_PROXY,EXPERIENCE_SQ,LOG_HRLYEARN,cpi,gdp_growth,unemployment,interest_rate,inflation,recession,covid,deflator,REAL_HRLYEARN,LOG_REAL_HRLYEARN,ECONOMIC_PERIOD,GENDER_LABEL,PROV_LABEL,EDUC_LABEL,AGE_6_LABEL,AGE_12_LABEL,NOC_10_LABEL,NAICS_21_LABEL,FTPTMAIN_LABEL,UNION_LABEL,PERMTEMP_LABEL,ESTSIZE_LABEL,MARSTAT_LABEL,PROV_ABBREV
1,6,12,3,5,28,11,1,1,3,4,6,17.68,2010,5,2010,5,938.28,Synthetic,True,0,1,1,0,0,70,20,50,2500,2.8724340572094973,116.5,3.1,8.1,0.59,-4.272801972062446,0,0,1.0,17.68,2.8724340572094973,pre_crisis,Male,Prince Edward Island,Postsecondary certificate/diploma,65+,70+,Art/Culture/Recreation/Sport,,Full-time,Non-unionized,Permanent,500-999 employees,"Single, never married",PE
2,2,4,1,3,37,24,1,1,1,4,5,23.81,2025,9,2025,9,1460.27,Synthetic,True,1,1,1,1,0,30,18,12,144,3.170105660498771,165.0,1.8,6.3,3.75,41.63090128755365,0,0,0.706060606060606,16.81130303030303,2.822051459603946,stabilization,Female,Quebec,High school graduate,25-34,30-34,Health,,Full-time,Union member,Permanent,500-999 employees,Divorced,QC
2,4,8,5,1,89,35,1,1,3,2,2,43.46,2010,6,2010,6,1361.54,Synthetic,True,1,1,1,0,1,50,25,25,625,3.7718409748282835,116.5,3.1,8.1,0.59,-29.393939393939394,0,0,1.0,43.46,3.7718409748282835,pre_crisis,Female,Ontario,Above bachelor's degree,45-54,50-54,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,20-99 employees,Common-law,ON
2,3,6,1,0,71,59,1,1,3,3,1,45.68,2020,5,2020,5,1172.83,Synthetic,True,1,1,1,0,0,40,18,22,484,3.821660565347755,137.0,-5.1,9.5,0.5,17.59656652360515,1,1,0.8503649635036497,38.84467153284672,3.659570912525385,covid,Female,British Columbia,High school graduate,35-44,40-44,Management,Arts/Entertainment,Full-time,Non-unionized,Permanent,100-499 employees,Married,BC
1,4,8,1,3,35,35,1,4,3,1,5,36.46,2024,12,2024,12,1191.83,Synthetic,True,0,1,0,0,0,50,18,32,1024,3.596215769250517,161.5,1.5,6.1,4.25,17.88321167883211,0,0,0.7213622291021672,26.300866873065015,3.269601899593561,stabilization,Male,Ontario,High school graduate,45-54,50-54,Health,,Full-time,Non-unionized,Casual,<20 employees,Divorced,ON
2,1,2,3,0,71,35,1,1,3,3,3,25.88,2011,3,2011,3,1380.19,Synthetic,True,1,1,1,0,0,20,20,0,0,3.2534704696327,119.9,3.1,7.5,1.0,-25.758513931888537,0,0,0.9716430358632193,25.146121768140116,3.2247036806049865,pre_crisis,Female,Ontario,Postsecondary certificate/diploma,15-24,20-24,Management,Arts/Entertainment,Full-time,Non-unionized,Permanent,100-499 employees,Widowed,ON
1,2,4,3,1,20,59,2,1,3,2,1,25.79,2015,5,2015,5,1138.91,Synthetic,True,0,0,1,0,0,30,20,10,100,3.2499868198932536,126.6,0.7,6.9,0.63,5.587989991659703,0,0,0.920221169036335,23.73250394944708,3.166845583188933,oil_shock,Male,British Columbia,Postsecondary certificate/diploma,25-34,30-34,Business/Finance/Admin,,Part-time,Non-unionized,Permanent,20-99 employees,Married,BC
2,3,6,2,1,90,59,1,1,3,6,1,24.5,2015,8,2015,8,1134.94,Synthetic,True,1,1,1,0,0,40,19,21,441,3.1986731175506815,126.6,0.7,6.9,0.63,0.0,0,0,0.920221169036335,22.545418641390206,3.115531880846361,oil_shock,Female,British Columbia,Some postsecondary,35-44,40-44,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,Unknown,Married,BC
2,2,4,1,0,14,35,1,4,2,2,2,26.24,2023,12,2023,12,1241.13,Synthetic,True,1,1,0,0,0,30,18,12,144,3.267284964075888,157.1,1.2,5.4,4.75,24.091627172195885,0,0,0.7415658816040739,19.4586887332909,2.968293691820068,inflation,Female,Ontario,High school graduate,25-34,30-34,Management,,Full-time,Covered by collective agreement,Casual,20-99 employees,Common-law,ON
2,3,6,4,1,41,24,2,4,2,1,6,30.33,2012,2,2012,2,861.82,Synthetic,True,1,0,0,0,1,40,22,18,324,3.41213732170049,121.7,1.8,7.3,1.0,-22.533418204964985,0,0,0.9572719802793755,29.034059161873458,3.3684695947127636,pre_crisis,Female,Quebec,Bachelor's degree,35-44,40-44,Business/Finance/Admin,Wholesale Trade,Part-time,Covered by collective agreement,Casual,<20 employees,"Single, never married",QC
2,2,4,2,6,42,24,1,1,3,3,2,16.65,2021,5,2021,5,1207.5,Synthetic,True,1,1,1,0,0,30,19,11,121,2.8124102164264526,141.6,5.0,7.5,0.25,16.35168447000821,0,1,0.8227401129943503,13.698622881355933,2.6172953081725887,covid,Female,Quebec,Some postsecondary,25-34,30-34,Sales and Service,,Full-time,Non-unionized,Permanent,100-499 employees,Common-law,QC
2,4,8,1,7,34,35,2,1,3,5,6,22.42,2013,6,2013,6,956.74,Synthetic,True,1,0,1,0,0,50,18,32,1024,3.109953417644014,122.8,2.3,7.1,1.0,-13.276836158192085,0,0,0.9486970684039088,21.269788273615635,3.057287674936727,pre_crisis,Female,Ontario,High school graduate,45-54,50-54,Trades/Transport/Equipment,,Part-time,Non-unionized,Permanent,1000+ employees,"Single, never married",ON
1,5,10,2,1,69,47,2,1,1,2,6,37.71,2021,10,2021,10,881.69,Synthetic,True,0,0,1,1,0,60,19,41,1681,3.6299253112702656,141.6,5.0,7.5,0.25,15.309446254071668,0,1,0.8227401129943503,31.025529661016954,3.4348104030164017,covid,Male,Saskatchewan,Some postsecondary,55-64,60-64,Business/Finance/Admin,,Part-time,Union member,Permanent,20-99 employees,"Single, never married",SK
2,1,2,1,1,28,46,1,1,1,5,3,15.68,2022,8,2022,8,1370.79,Synthetic,True,1,1,1,1,0,20,18,2,4,2.7523860149222616,151.2,3.8,5.3,2.5,6.779661016949157,0,0,0.7705026455026456,12.081481481481482,2.4916738241825844,inflation,Female,Manitoba,High school graduate,15-24,20-24,Business/Finance/Admin,,Full-time,Union member,Permanent,1000+ employees,Widowed,MB
1,2,4,3,7,85,35,1,3,3,2,1,35.44,2011,8,2011,8,1067.27,Synthetic,True,0,1,0,0,0,30,20,10,100,3.56784112573688,119.9,3.1,7.5,1.0,-20.70105820105819,0,0,0.9716430358632193,34.43502919099249,3.5390743367091666,pre_crisis,Male,Ontario,Postsecondary certificate/diploma,25-34,30-34,Trades/Transport/Equipment,,Full-time,Non-unionized,Seasonal,20-99 employees,Married,ON
2,5,10,3,0,82,59,1,1,1,5,6,41.64,2011,5,2011,5,1151.97,Synthetic,True,1,1,1,1,0,60,20,40,1600,3.7290612437467683,119.9,3.1,7.5,1.0,0.0,0,0,0.9716430358632193,40.45921601334445,3.700294454719055,pre_crisis,Female,British Columbia,Postsecondary certificate/diploma,55-64,60-64,Management,,Full-time,Union member,Permanent,1000+ employees,"Single, never married",BC
1,4,8,4,7,75,48,1,1,3,1,4,44.16,2024,9,2024,9,1005.42,Synthetic,True,0,1,1,0,1,50,22,28,784,3.78781940196884,161.5,1.5,6.1,4.25,34.69557964970809,0,0,0.7213622291021672,31.8553560371517,3.461205532311884,stabilization,Male,Alberta,Bachelor's degree,45-54,50-54,Trades/Transport/Equipment,,Full-time,Non-unionized,Permanent,<20 employees,Separated,AB
1,1,2,1,1,12,59,2,1,3,1,2,17.1,2016,4,2016,4,821.63,Synthetic,True,0,0,1,0,0,20,18,2,4,2.8390784635086144,128.4,1.0,7.0,0.5,-20.4953560371517,0,0,0.9073208722741433,15.51518691588785,2.7418193452585085,oil_shock,Male,British Columbia,High school graduate,15-24,20-24,Business/Finance/Admin,,Part-time,Non-unionized,Permanent,<20 employees,Common-law,BC
1,3,6,1,2,31,59,1,1,3,5,2,44.61,2022,12,2022,12,1109.67,Synthetic,True,0,1,1,0,0,40,18,22,484,3.797958049140173,151.2,3.8,5.3,2.5,17.757009345794383,0,0,0.7705026455026456,34.37212301587302,3.5372458584004964,inflation,Male,British Columbia,High school graduate,35-44,40-44,Natural/Applied Sciences,Manufacturing,Full-time,Non-unionized,Permanent,1000+ employees,Common-law,BC
1,2,4,0,1,52,24,2,2,3,2,1,16.06,2010,9,2010,9,1325.18,Synthetic,True,0,0,0,0,0,30,16,14,196,2.7763317085186157,116.5,3.1,8.1,0.59,-22.949735449735442,0,0,1.0,16.06,2.7763317085186157,pre_crisis,Male,Quebec,Less than high school,25-34,30-34,Business/Finance/Admin,Finance/Insurance,Part-time,Non-unionized,Temporary,20-99 employees,Married,QC
1,2,4,1,2,35,12,1,1,3,3,1,28.4,2025,11,2025,11,1330.83,Synthetic,True,0,1,1,0,0,30,18,12,144,3.3463891451671604,165.0,1.8,6.3,3.75,41.63090128755365,0,0,0.706060606060606,20.05212121212121,2.998334944272335,stabilization,Male,Nova Scotia,High school graduate,25-34,30-34,Natural/Applied Sciences,,Full-time,Non-unionized,Permanent,100-499 employees,Married,NS
2,5,10,0,7,63,35,2,1,3,4,5,24.05,2016,7,2016,7,1445.43,Synthetic,True,1,0,1,0,0,60,16,44,1936,3.1801349965517702,128.4,1.0,7.0,0.5,-22.18181818181818,0,0,0.9073208722741433,21.821066978193148,3.0828758783016648,oil_shock,Female,Ontario,Less than high school,55-64,60-64,Trades/Transport/Equipment,,Part-time,Non-unionized,Permanent,500-999 employees,Divorced,ON
1,4,8,2,1,19,35,1,1,3,6,6,35.47,2023,6,2023,6,1388.28,Synthetic,True,0,1,1,0,0,50,19,31,961,3.5686872687855304,157.1,1.2,5.4,4.75,22.352024922118364,0,0,0.7415658816040739,26.3033418204965,3.2696959965297103,inflation,Male,Ontario,Some postsecondary,45-54,50-54,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,Unknown,"Single, never married",ON
1,4,8,1,9,52,35,1,4,3,1,1,14.08,2021,4,2021,4,1487.63,Synthetic,True,0,1,0,0,0,50,18,32,1024,2.644755350729896,141.6,5.0,7.5,0.25,-9.866327180140033,0,1,0.8227401129943503,11.584180790960453,2.4496404424760323,covid,Male,Ontario,High school graduate,45-54,50-54,Manufacturing/Utilities,Finance/Insurance,Full-time,Non-unionized,Casual,<20 employees,Married,ON
2,2,4,3,3,38,24,1,1,3,2,6,21.29,2023,2,2023,2,1200.14,Synthetic,True,1,1,1,0,0,30,20,10,100,3.058237478905388,157.1,1.2,5.4,4.75,10.94632768361583,0,0,0.7415658816040739,15.787937619350732,2.7592462066495678,inflation,Female,Quebec,Postsecondary certificate/diploma,25-34,30-34,Health,,Full-time,Non-unionized,Permanent,20-99 employees,"Single, never married",QC
1,1,2,2,9,47,48,1,4,1,4,1,17.83,2021,8,2021,8,835.66,Synthetic,True,0,1,0,1,0,20,19,1,1,2.8808824318750488,141.6,5.0,7.5,0.25,-9.866327180140033,0,1,0.8227401129943503,14.669456214689266,2.685767523621185,covid,Male,Alberta,Some postsecondary,15-24,20-24,Manufacturing/Utilities,,Full-time,Union member,Casual,500-999 employees,Married,AB
2,5,10,1,1,71,35,1,3,3,4,2,27.9,2023,6,2023,6,1404.38,Synthetic,True,1,1,0,0,0,60,18,42,1764,3.32862668882732,157.1,1.2,5.4,4.75,10.94632768361583,0,0,0.7415658816040739,20.68968809675366,3.0296354165715,inflation,Female,Ontario,High school graduate,55-64,60-64,Business/Finance/Admin,Arts/Entertainment,Full-time,Non-unionized,Seasonal,500-999 employees,Common-law,ON
2,1,2,2,1,69,59,1,1,3,4,1,24.77,2010,12,2010,12,1466.42,Synthetic,True,1,1,1,0,0,20,19,1,1,3.209633243501268,116.5,3.1,8.1,0.59,-25.843411839592612,0,0,1.0,24.77,3.209633243501268,pre_crisis,Female,British Columbia,Some postsecondary,15-24,20-24,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,500-999 employees,Married,BC
2,3,6,1,6,42,35,1,3,1,4,6,21.2,2025,3,2025,3,1124.92,Synthetic,True,1,1,0,1,0,40,18,22,484,3.054001181677967,165.0,1.8,6.3,3.75,41.63090128755365,0,0,0.706060606060606,14.968484848484849,2.7059469807831413,stabilization,Female,Ontario,High school graduate,35-44,40-44,Sales and Service,,Full-time,Union member,Seasonal,500-999 employees,"Single, never married",ON
2,2,4,4,0,51,10,1,1,3,4,1,32.11,2023,7,2023,7,879.76,Synthetic,True,1,1,1,0,1,30,22,8,64,3.4691675081014224,157.1,1.2,5.4,4.75,-4.787878787878796,0,0,0.7415658816040739,23.81168045830681,3.1701762358456023,inflation,Female,Newfoundland and Labrador,Bachelor's degree,25-34,30-34,Management,Information/Cultural,Full-time,Non-unionized,Permanent,500-999 employees,Married,NL
1,3,6,2,7,85,24,1,3,1,1,1,34.55,2015,10,2015,10,817.24,Synthetic,True,0,1,0,1,0,40,19,21,441,3.542407550213679,126.6,0.7,6.9,0.63,-19.414385741565887,0,0,0.920221169036335,31.793641390205373,3.4592663135093584,oil_shock,Male,Quebec,Some postsecondary,35-44,40-44,Trades/Transport/Equipment,,Full-time,Union member,Seasonal,<20 employees,Married,QC
2,2,4,1,4,34,24,1,1,3,5,6,18.93,2012,7,2012,7,1229.46,Synthetic,True,1,1,1,0,0,30,18,12,144,2.9407479652212314,121.7,1.8,7.3,1.0,-3.870458135860977,0,0,0.9572719802793755,18.12115858668858,2.8970802382335052,pre_crisis,Female,Quebec,High school graduate,25-34,30-34,Education/Law/Social/Government,,Full-time,Non-unionized,Permanent,1000+ employees,"Single, never married",QC
1,2,4,2,6,75,12,1,1,1,1,4,19.49,2017,6,2017,6,1267.34,Synthetic,True,0,1,1,1,0,30,19,11,121,2.9699015135194693,130.4,3.0,6.3,0.71,7.148726376335257,0,0,0.8934049079754601,17.412461656441717,2.857186137032672,recovery,Male,Nova Scotia,Some postsecondary,25-34,30-34,Sales and Service,,Full-time,Union member,Permanent,<20 employees,Separated,NS
1,5,10,1,1,90,46,1,1,3,3,2,23.71,2015,2,2015,2,811.35,Synthetic,True,0,1,1,0,0,60,18,42,1764,3.165896900077314,126.6,0.7,6.9,0.63,-2.914110429447858,0,0,0.920221169036335,21.818443917851503,3.0827556633729936,oil_shock,Male,Manitoba,High school graduate,55-64,60-64,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,100-499 employees,Common-law,MB
2,4,8,4,6,20,24,2,1,3,2,6,30.28,2020,8,2020,8,1464.48,Synthetic,True,1,0,1,0,1,50,22,28,784,3.410487428569248,137.0,-5.1,9.5,0.5,8.21484992101107,1,1,0.8503649635036497,25.74905109489051,3.2483977757468785,covid,Female,Quebec,Bachelor's degree,45-54,50-54,Sales and Service,,Part-time,Non-unionized,Permanent,20-99 employees,"Single, never married",QC
1,2,4,5,6,60,48,2,1,3,1,3,30.13,2011,1,2011,1,1179.57,Synthetic,True,0,0,1,0,1,30,25,5,25,3.40552135314221,119.9,3.1,7.5,1.0,-12.481751824817511,0,0,0.9716430358632193,29.275604670558796,3.3767545641144965,pre_crisis,Male,Alberta,Above bachelor's degree,25-34,30-34,Sales and Service,,Part-time,Non-unionized,Permanent,<20 employees,Widowed,AB
2,4,8,0,7,73,24,1,1,3,2,1,24.57,2017,1,2017,1,1228.59,Synthetic,True,1,1,1,0,0,50,16,34,1156,3.201526186533088,130.4,3.0,6.3,0.71,8.757297748123438,0,0,0.8934049079754601,21.950958588957057,3.0888108100462905,recovery,Female,Quebec,Less than high school,45-54,50-54,Trades/Transport/Equipment,,Full-time,Non-unionized,Permanent,20-99 employees,Married,QC
2,2,4,4,2,75,12,1,1,3,4,5,32.7,2014,6,2014,6,1194.91,Synthetic,True,1,1,1,0,1,30,22,8,64,3.487375077903208,125.2,2.9,6.9,1.0,-3.9877300613496924,0,0,0.9305111821086262,30.427715654952078,3.415353892242965,pre_crisis,Female,Nova Scotia,Bachelor's degree,25-34,30-34,Natural/Applied Sciences,,Full-time,Non-unionized,Permanent,500-999 employees,Divorced,NS
2,3,6,2,9,68,48,1,4,3,3,1,29.11,2017,5,2017,5,1021.85,Synthetic,True,1,1,0,0,0,40,19,21,441,3.371081757757532,130.4,3.0,6.3,0.71,4.153354632587858,0,0,0.8934049079754601,26.007016871165643,3.2583663812707346,recovery,Female,Alberta,Some postsecondary,35-44,40-44,Manufacturing/Utilities,,Full-time,Non-unionized,Casual,100-499 employees,Married,AB
2,4,8,0,9,86,35,1,1,1,6,6,24.03,2017,9,2017,9,1430.41,Synthetic,True,1,1,1,1,0,50,16,34,1156,3.1793030497483774,130.4,3.0,6.3,0.71,0.0,0,0,0.8934049079754601,21.468519938650306,3.06658767326158,recovery,Female,Ontario,Less than high school,45-54,50-54,Manufacturing/Utilities,,Full-time,Union member,Permanent,Unknown,"Single, never married",ON
1,2,4,0,8,56,35,1,1,3,4,5,20.57,2015,12,2015,12,802.67,Synthetic,True,0,1,1,0,0,30,16,14,196,3.0238337036648657,126.6,0.7,6.9,0.63,-2.914110429447858,0,0,0.920221169036335,18.92894944707741,2.940692466960545,oil_shock,Male,Ontario,Less than high school,25-34,30-34,Natural Resources/Agriculture,Administrative Services,Full-time,Non-unionized,Permanent,500-999 employees,Divorced,ON
1,3,6,5,6,38,35,1,3,3,2,1,39.23,2011,7,2011,7,1323.04,Synthetic,True,0,1,0,0,1,40,25,15,225,3.6694417602214613,119.9,3.1,7.5,1.0,-5.292259083728268,0,0,0.9716430358632193,38.11755629691409,3.640674971193748,pre_crisis,Male,Ontario,Above bachelor's degree,35-44,40-44,Sales and Service,,Full-time,Non-unionized,Seasonal,20-99 employees,Married,ON
2,4,8,2,4,91,12,1,3,3,3,1,18.14,2017,2,2017,2,1052.58,Synthetic,True,1,1,0,0,0,50,19,31,961,2.8981194446869907,130.4,3.0,6.3,0.71,8.757297748123438,0,0,0.8934049079754601,16.206365030674846,2.7854040682001933,recovery,Female,Nova Scotia,Some postsecondary,45-54,50-54,Education/Law/Social/Government,Public Administration,Full-time,Non-unionized,Seasonal,100-499 employees,Married,NS
1,5,10,5,0,90,35,1,1,3,2,6,45.92,2024,12,2024,12,933.16,Synthetic,True,0,1,1,0,1,60,25,35,1225,3.826900752011311,161.5,1.5,6.1,4.25,23.849693251533743,0,0,0.7213622291021672,33.124953560371516,3.500286882354355,stabilization,Male,Ontario,Above bachelor's degree,55-64,60-64,Management,,Full-time,Non-unionized,Permanent,20-99 employees,"Single, never married",ON
2,3,6,3,9,69,35,1,1,1,1,2,21.86,2024,7,2024,7,1105.27,Synthetic,True,1,1,1,1,0,40,20,20,400,3.0846584827483925,161.5,1.5,6.1,4.25,0.0,0,0,0.7213622291021672,15.768978328173374,2.7580446130914367,stabilization,Female,Ontario,Postsecondary certificate/diploma,35-44,40-44,Manufacturing/Utilities,,Full-time,Union member,Permanent,<20 employees,Common-law,ON
2,1,2,1,9,14,10,1,1,1,6,1,14.73,2020,3,2020,3,938.62,Synthetic,True,1,1,1,1,0,20,18,2,4,2.689886230474539,137.0,-5.1,9.5,0.5,-15.170278637770895,1,1,0.8503649635036497,12.52587591240876,2.527796577652169,covid,Female,Newfoundland and Labrador,High school graduate,15-24,20-24,Manufacturing/Utilities,,Full-time,Union member,Permanent,Unknown,Married,NL
2,2,4,4,0,51,35,1,1,3,3,1,46.63,2015,1,2015,1,1408.18,Synthetic,True,1,1,1,0,1,30,22,8,64,3.8422441108202294,126.6,0.7,6.9,0.63,-7.591240875912408,0,0,0.920221169036335,42.909913112164304,3.759102874115909,oil_shock,Female,Ontario,Bachelor's degree,25-34,30-34,Management,Information/Cultural,Full-time,Non-unionized,Permanent,100-499 employees,Married,ON
1,3,6,5,3,70,59,1,2,3,4,5,50.47,2015,11,2015,11,1356.92,Synthetic,True,0,1,0,0,1,40,25,15,225,3.921379100352171,126.6,0.7,6.9,0.63,0.0,0,0,0.920221169036335,46.443562401263826,3.8382378636478505,oil_shock,Male,British Columbia,Above bachelor's degree,35-44,40-44,Health,,Full-time,Non-unionized,Temporary,500-999 employees,Divorced,BC
1,2,4,4,8,72,24,1,1,3,6,1,33.27,2017,8,2017,8,1399.9,Synthetic,True,0,1,1,0,1,30,22,8,64,3.5046560900303856,130.4,3.0,6.3,0.71,3.001579778830976,0,0,0.8934049079754601,29.72358128834356,3.391940713543588,recovery,Male,Quebec,Bachelor's degree,25-34,30-34,Natural Resources/Agriculture,Accommodation/Food,Full-time,Non-unionized,Permanent,Unknown,Married,QC
1,3,6,4,1,21,59,1,1,3,2,2,52.85,2010,12,2010,12,1385.11,Synthetic,True,0,1,1,0,1,40,22,18,324,3.967457712316247,116.5,3.1,8.1,0.59,-10.659509202453988,0,0,1.0,52.85,3.967457712316247,pre_crisis,Male,British Columbia,Bachelor's degree,35-44,40-44,Business/Finance/Admin,Mining/Oil/Gas,Full-time,Non-unionized,Permanent,20-99 employees,Common-law,BC
1,4,8,2,1,30,24,1,1,3,5,6,35.95,2011,3,2011,3,1377.37,Synthetic,True,0,1,1,0,0,50,19,31,961,3.5821290841670557,119.9,3.1,7.5,1.0,2.9184549356223277,0,0,0.9716430358632193,34.930567139282736,3.553362295139342,pre_crisis,Male,Quebec,Some postsecondary,45-54,50-54,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,1000+ employees,"Single, never married",QC
2,2,4,0,9,17,48,1,1,1,5,1,20.67,2021,11,2021,11,1207.0,Synthetic,True,1,1,1,1,0,30,16,14,196,3.028683373693677,141.6,5.0,7.5,0.25,18.098415346121755,0,1,0.8227401129943503,17.006038135593222,2.833568465439813,covid,Female,Alberta,Less than high school,25-34,30-34,Manufacturing/Utilities,,Full-time,Union member,Permanent,1000+ employees,Married,AB
1,2,4,1,8,72,48,1,1,1,5,1,26.64,2021,8,2021,8,1431.38,Synthetic,True,0,1,1,1,0,30,18,12,144,3.2824138456721883,141.6,5.0,7.5,0.25,0.0,0,1,0.8227401129943503,21.917796610169493,3.0872989374183244,covid,Male,Alberta,High school graduate,25-34,30-34,Natural Resources/Agriculture,Accommodation/Food,Full-time,Union member,Permanent,1000+ employees,Married,AB
1,3,6,3,9,17,24,1,1,1,1,2,21.67,2018,7,2018,7,841.4,Synthetic,True,0,1,1,1,0,40,20,20,400,3.075928815548268,133.4,2.8,5.8,1.42,-5.790960451977389,0,0,0.8733133433283358,18.924700149925037,2.9404679550724997,recovery,Male,Quebec,Postsecondary certificate/diploma,35-44,40-44,Manufacturing/Utilities,,Full-time,Union member,Permanent,<20 employees,Common-law,QC
1,2,4,5,1,74,59,1,1,3,6,4,44.81,2020,12,2020,12,1000.11,Synthetic,True,0,1,1,0,1,30,25,5,25,3.802431328798052,137.0,-5.1,9.5,0.5,2.6986506746626615,1,1,0.8503649635036497,38.104854014598544,3.640341675975682,covid,Male,British Columbia,Above bachelor's degree,25-34,30-34,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,Unknown,Separated,BC
2,6,12,4,2,68,35,1,1,3,2,2,41.18,2021,2,2021,2,948.79,Synthetic,True,1,1,1,0,1,70,22,48,2304,3.717952701599643,141.6,5.0,7.5,0.25,3.3576642335766405,0,1,0.8227401129943503,33.880437853107345,3.5228377933457793,covid,Female,Ontario,Bachelor's degree,65+,70+,Natural/Applied Sciences,,Full-time,Non-unionized,Permanent,20-99 employees,Common-law,ON
2,3,6,4,6,14,24,1,1,3,5,1,24.48,2017,1,2017,1,884.76,Synthetic,True,1,1,1,0,1,40,22,18,324,3.1978564576441255,130.4,3.0,6.3,0.71,-7.909604519774005,0,0,0.8934049079754601,21.870552147239263,3.085141081157328,recovery,Female,Quebec,Bachelor's degree,35-44,40-44,Sales and Service,,Full-time,Non-unionized,Permanent,1000+ employees,Married,QC
1,5,10,2,5,82,35,1,1,1,1,2,25.73,2021,7,2021,7,804.45,Synthetic,True,0,1,1,1,0,60,19,41,1681,3.2476576262936527,141.6,5.0,7.5,0.25,8.588957055214719,0,1,0.8227401129943503,21.169103107344636,3.052542718039789,covid,Male,Ontario,Some postsecondary,55-64,60-64,Art/Culture/Recreation/Sport,,Full-time,Union member,Permanent,<20 employees,Common-law,ON
1,5,10,4,2,24,59,1,3,3,6,1,34.74,2016,1,2016,1,1081.85,Synthetic,True,0,1,0,0,1,60,22,38,1444,3.5478917608129588,128.4,1.0,7.0,0.5,-9.322033898305083,0,0,0.9073208722741433,31.520327102803737,3.4506326425628533,oil_shock,Male,British Columbia,Bachelor's degree,55-64,60-64,Natural/Applied Sciences,,Full-time,Non-unionized,Seasonal,Unknown,Married,BC
1,5,10,4,8,33,59,1,1,3,3,1,27.26,2016,6,2016,6,1306.8,Synthetic,True,0,1,1,0,1,60,22,38,1444,3.3054204262683866,128.4,1.0,7.0,0.5,0.0,0,0,0.9073208722741433,24.733566978193146,3.208161308018281,oil_shock,Male,British Columbia,Bachelor's degree,55-64,60-64,Natural Resources/Agriculture,Manufacturing,Full-time,Non-unionized,Permanent,100-499 employees,Married,BC
1,1,2,3,9,46,24,1,1,3,4,5,18.15,2014,11,2014,11,1251.42,Synthetic,True,0,1,1,0,0,20,20,0,0,2.8986705607108596,125.2,2.9,6.9,1.0,-2.492211838006231,0,0,0.9305111821086262,16.888777955271564,2.826649375050617,pre_crisis,Male,Quebec,Postsecondary certificate/diploma,15-24,20-24,Manufacturing/Utilities,,Full-time,Non-unionized,Permanent,500-999 employees,Divorced,QC
2,5,10,3,2,34,35,2,1,3,5,2,33.33,2011,10,2011,10,1255.73,Synthetic,True,1,0,1,0,0,60,20,40,1600,3.506457892319648,119.9,3.1,7.5,1.0,-4.2332268370607,0,0,0.9716430358632193,32.3848623853211,3.477691103291935,pre_crisis,Female,Ontario,Postsecondary certificate/diploma,55-64,60-64,Natural/Applied Sciences,,Part-time,Non-unionized,Permanent,1000+ employees,Common-law,ON
2,2,4,4,1,31,24,1,1,3,2,6,22.57,2020,11,2020,11,1421.68,Synthetic,True,1,1,1,0,1,30,22,8,64,3.1166215908294443,137.0,-5.1,9.5,0.5,14.261884904086731,1,1,0.8503649635036497,19.192737226277373,2.954531938007075,covid,Female,Quebec,Bachelor's degree,25-34,30-34,Business/Finance/Admin,Manufacturing,Full-time,Non-unionized,Permanent,20-99 employees,"Single, never married",QC
1,1,2,3,1,73,35,1,1,3,3,1,26.52,2015,10,2015,10,1470.15,Synthetic,True,0,1,1,0,0,20,20,0,0,3.277899165317662,126.6,0.7,6.9,0.63,-7.591240875912408,0,0,0.920221169036335,24.404265402843603,3.1947579286133414,oil_shock,Male,Ontario,Postsecondary certificate/diploma,15-24,20-24,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,100-499 employees,Married,ON
1,3,6,5,4,57,35,1,1,1,2,2,41.32,2019,8,2019,8,1276.41,Synthetic,True,0,1,1,1,1,40,25,15,225,3.721346644251438,136.0,1.9,5.7,1.75,7.424960505529232,0,0,0.8566176470588235,35.395441176470584,3.566583031521141,recovery,Male,Ontario,Above bachelor's degree,35-44,40-44,Education/Law/Social/Government,,Full-time,Union member,Permanent,20-99 employees,Common-law,ON
2,2,4,3,1,79,35,2,1,3,2,5,23.41,2012,7,2012,7,859.45,Synthetic,True,1,0,1,0,0,30,20,10,100,3.1531632815028194,121.7,1.8,7.3,1.0,-10.514705882352937,0,0,0.9572719802793755,22.40973705834018,3.1094955545150933,pre_crisis,Female,Ontario,Postsecondary certificate/diploma,25-34,30-34,Business/Finance/Admin,,Part-time,Non-unionized,Permanent,20-99 employees,Divorced,ON
